"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ID=BJEIHDPM_01633;Name=oxyR_1;gene=oxyR_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0ACQ4;locus_tag=BJEIHDPM_01633;product=Hydrogen peroxide-inducible genes activator",-5.53776676775793,5.86790592658876,-14.4559804035128,7.64203452971443e-19,1.86352254614327e-18,32.5833391699344
"ID=BJEIHDPM_01937;Name=spmB;gene=spmB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P35158;locus_tag=BJEIHDPM_01937;product=Spore maturation protein B",-4.9062287442987,6.50400522637076,-14.4551515683522,7.65882764901869e-19,1.8666690648878e-18,32.6822170688407
"ID=BJEIHDPM_03131;Name=metR;gene=metR;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A9F9;locus_tag=BJEIHDPM_03131;product=HTH-type transcriptional regulator MetR",-5.25515565761403,5.87720931170245,-14.4539849556293,7.68252811545877e-19,1.87149504700947e-18,32.5718375086666
"ID=BJEIHDPM_02179;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02179;product=hypothetical protein",-5.17935952436144,5.41384935932772,-14.4512615599541,7.73814628127009e-19,1.88408746848377e-18,32.495717362085
"ID=BJEIHDPM_04571;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q881J7;locus_tag=BJEIHDPM_04571;product=Blue-light-activated protein",-5.10751571950391,5.18564243104755,-14.4484240117172,7.79653133784226e-19,1.89734046096881e-18,32.4544671076732
"ID=BJEIHDPM_00908;eC_number=3.1.1.77;Name=pagL;gene=pagL;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9HVD1;locus_tag=BJEIHDPM_00908;product=Lipid A deacylase PagL",-5.53466344574671,5.96206256022543,-14.4443480287738,7.8811831088179e-19,1.91696896802925e-18,32.5433940052319
"ID=BJEIHDPM_01481;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_01481;product=hypothetical protein",-4.80183004498716,6.00153961117415,-14.4436624314705,7.8955134422991e-19,1.91940592043301e-18,32.6054419355103
"ID=BJEIHDPM_05260;eC_number=2.7.13.3;Name=czcS_2;gene=czcS_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q44007;locus_tag=BJEIHDPM_05260;product=Sensor protein CzcS",-5.3457903987552,4.89872980862221,-14.4434862013698,7.89920127704769e-19,1.91940592043301e-18,32.3103365346968
"ID=BJEIHDPM_04410;Name=yhhS_1;gene=yhhS_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37621;locus_tag=BJEIHDPM_04410;product=putative MFS-type transporter YhhS",-5.23828018592654,5.59833589126506,-14.4429219975521,7.91101973000459e-19,1.92130484232247e-18,32.5409931685988
"ID=BJEIHDPM_00676;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00676;product=hypothetical protein",-5.31695349310164,5.32276335193503,-14.4423608570308,7.92279184960054e-19,1.92319059616758e-18,32.434081682103
"ID=BJEIHDPM_05223;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_05223;product=hypothetical protein",-4.71535903243463,5.94753492058944,-14.4409861518565,7.95170700218079e-19,1.92923366549371e-18,32.6004580735853
"ID=BJEIHDPM_00734;eC_number=2.7.1.2;Name=glk;dbxref=COG:COG0837;gene=glk;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A6V9;locus_tag=BJEIHDPM_00734;product=Glucokinase",-5.75258258283647,5.81388880486806,-14.4389862665333,7.99396373415757e-19,1.93850591006681e-18,32.4919577772887
"ID=BJEIHDPM_01060;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_01060;product=hypothetical protein",-5.43774182214149,5.3725375812305,-14.4374942789076,8.02563746266202e-19,1.94520374663207e-18,32.4512507166168
"ID=BJEIHDPM_00837;eC_number=5.1.99.-;Name=folX;dbxref=COG:COG1539;gene=folX;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AC19;locus_tag=BJEIHDPM_00837;product=Dihydroneopterin triphosphate 2'-epimerase",-5.18947154173311,6.03754731336227,-14.4363295782249,8.05045181484744e-19,1.95023312768566e-18,32.5584854008344
"ID=BJEIHDPM_02461;eC_number=3.9.1.-;dbxref=COG:COG0537;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P44956;locus_tag=BJEIHDPM_02461;product=Purine nucleoside phosphoramidase",-4.98682427560847,5.51726961344089,-14.4263389679019,8.26653607980431e-19,2.00069060197048e-18,32.4663324451541
"ID=BJEIHDPM_03167;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03167;product=hypothetical protein",-5.51832367640092,5.79606003928946,-14.4263143681529,8.26707535675652e-19,2.00069060197048e-18,32.4698140053007
"ID=BJEIHDPM_05181;eC_number=4.3.2.3;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q39BA7;locus_tag=BJEIHDPM_05181;product=Ureidoglycolate lyase",-5.68398578456984,5.65397780266269,-14.4223506984586,8.35443604169327e-19,2.02081343568982e-18,32.4249840620964
"ID=BJEIHDPM_00154;eC_number=1.7.-.-;Name=azoR_1;dbxref=COG:COG1182;gene=azoR_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8ZE60;locus_tag=BJEIHDPM_00154;product=FMN-dependent NADH-azoreductase",-4.89045899290216,6.28117386940261,-14.4219979384659,8.36225634299891e-19,2.02168605491445e-18,32.5676490219312
"ID=BJEIHDPM_03478;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03478;product=hypothetical protein",-4.78551682589839,5.31719392963386,-14.420082303916,8.40485400359218e-19,2.03096144830004e-18,32.4207157831617
"ID=BJEIHDPM_04609;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_04609;product=hypothetical protein",-4.49989208435761,5.74595241906071,-14.4181903829054,8.44714092456909e-19,2.04015245581314e-18,32.516704993548
"ID=BJEIHDPM_00430;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00430;product=hypothetical protein",-5.93604943612163,4.77715741917827,-14.4162810246718,8.49003694364286e-19,2.04948125213994e-18,32.1962724260933
"ID=BJEIHDPM_02886;eC_number=2.7.7.4;Name=cysD;dbxref=COG:COG0175;gene=cysD;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q87WW0;locus_tag=BJEIHDPM_02886;product=Sulfate adenylyltransferase subunit 2",-4.83349801323449,5.77793476077152,-14.4128736140461,8.56713964237978e-19,2.06705395393567e-18,32.5015120635241
"ID=BJEIHDPM_03298;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03298;product=hypothetical protein",-4.75494299591585,6.06983441647486,-14.4126051527311,8.5732445450995e-19,2.06748746592626e-18,32.522796089278
"ID=BJEIHDPM_00709;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00709;product=hypothetical protein",-4.79287176157914,6.37602169979921,-14.4123809828929,8.57834563322473e-19,2.0676785883398e-18,32.5473157656228
"ID=BJEIHDPM_03245;Name=pgrR_4;gene=pgrR_4;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P77333;locus_tag=BJEIHDPM_03245;product=HTH-type transcriptional regulator PgrR",-4.59368157632503,6.06835159296265,-14.4081048310995,8.67624456141738e-19,2.09022578565472e-18,32.5187829618693
"ID=BJEIHDPM_01742;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_01742;product=hypothetical protein",-4.7698190445215,6.82319178170592,-14.3965946103377,8.94544456595897e-19,2.15399841806508e-18,32.5517684719408
"ID=BJEIHDPM_04852;eC_number=1.6.5.2;Name=qorB;dbxref=COG:COG0702;gene=qorB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P39315;locus_tag=BJEIHDPM_04852;product=Quinone oxidoreductase 2",-5.16330114328163,5.64817846020733,-14.387963229873,9.1528748424885e-19,2.20284084097805e-18,32.3837625453473
"ID=BJEIHDPM_01389;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_01389;product=hypothetical protein",-5.9642131358408,4.61270679205156,-14.3874528796162,9.16529169244452e-19,2.20472355047826e-18,32.1539817602254
"ID=BJEIHDPM_05324;eC_number=3.5.1.-;Name=pgdA_2;gene=pgdA_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:B5ZA76;locus_tag=BJEIHDPM_05324;product=Peptidoglycan deacetylase",-5.25186620458982,5.80653562958998,-14.386011950886,9.20044209527605e-19,2.2120702212039e-18,32.396365861027
"ID=BJEIHDPM_05329;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_05329;product=hypothetical protein",-4.94517196327816,6.93539432277163,-14.385430071754,9.2146754353691e-19,2.21438294513452e-18,32.5323274136785
"ID=BJEIHDPM_00252;Name=yadG;dbxref=COG:COG1131;gene=yadG;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P36879;locus_tag=BJEIHDPM_00252;product=putative ABC transporter ATP-binding protein YadG",-4.79274820499012,5.80170316787793,-14.3843602832524,9.24090196924588e-19,2.21957400152207e-18,32.4139134697863
"ID=BJEIHDPM_03367;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03367;product=hypothetical protein",-4.7859597204038,5.77713299185496,-14.3841642725162,9.24571551592425e-19,2.21961924766986e-18,32.413603543381
"ID=BJEIHDPM_03574;eC_number=2.1.1.80;Name=cheR2;gene=cheR2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q88ER1;locus_tag=BJEIHDPM_03574;product=Chemotaxis protein methyltransferase Cher2",-5.36806556332701,6.05836614109993,-14.3812769315665,9.31691769084651e-19,2.23559439991862e-18,32.4231162219488
"ID=BJEIHDPM_00486;eC_number=5.4.99.-;dbxref=COG:COG1187;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHQ1;locus_tag=BJEIHDPM_00486;product=putative RNA pseudouridine synthase",-5.11287048939826,5.45542333409154,-14.3796400934834,9.35752968687226e-19,2.2442171397951e-18,32.3280570193416
"ID=BJEIHDPM_02630;dbxref=COG:COG4962;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WMT3;locus_tag=BJEIHDPM_02630;product=Putative conjugal transfer protein",-5.11626270310966,6.42887471663942,-14.3772078885864,9.41820843379865e-19,2.25764147221777e-18,32.4789524994826
"ID=BJEIHDPM_00791;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00791;product=hypothetical protein",-4.95815416154186,5.59652905695601,-14.3755072899376,9.4608725637496e-19,2.26673626727081e-18,32.3409677728369
"ID=BJEIHDPM_04834;Name=ydcV_4;gene=ydcV_4;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AFR9;locus_tag=BJEIHDPM_04834;product=Inner membrane ABC transporter permease protein YdcV",-5.12056219234782,6.26596680438349,-14.3687621254611,9.63203788407802e-19,2.30659430168116e-18,32.4317396088045
"ID=BJEIHDPM_04591;eC_number=3.2.-.-;Name=rihA;dbxref=COG:COG1957;gene=rihA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P41409;locus_tag=BJEIHDPM_04591;product=Pyrimidine-specific ribonucleoside hydrolase RihA",-5.39862881746862,5.44038503970955,-14.3681010463203,9.64898195607439e-19,2.30949947168085e-18,32.2784608809711
"ID=BJEIHDPM_00817;Name=hcp1_1;dbxref=COG:COG3157;gene=hcp1_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9I747;locus_tag=BJEIHDPM_00817;product=Protein hcp1",-5.22783410265009,5.74395050348812,-14.3631090156739,9.77791477641648e-19,2.33919307138697e-18,32.3197585273321
"ID=BJEIHDPM_01246;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9F646;locus_tag=BJEIHDPM_01246;product=Azurin",-4.66774302590125,6.63364004171016,-14.3608419844393,9.83704412116387e-19,2.35216615532962e-18,32.4459978423996
"ID=BJEIHDPM_01400;eC_number=2.4.1.129;Name=mtgA;dbxref=COG:COG0744;gene=mtgA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P46022;locus_tag=BJEIHDPM_01400;product=Biosynthetic peptidoglycan transglycosylase",-4.83781339458663,6.22340101715517,-14.3596079099581,9.86938428979756e-19,2.3586090184912e-18,32.4013603939173
"ID=BJEIHDPM_04398;Name=mdtA_3;gene=mdtA_3;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P76397;locus_tag=BJEIHDPM_04398;product=Multidrug resistance protein MdtA",-5.2486608667047,5.20461305720289,-14.359439023124,9.87381854167289e-19,2.3586090184912e-18,32.2174335763789
"ID=BJEIHDPM_02583;eC_number=4.2.1.17;dbxref=COG:COG2030;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WNP3;locus_tag=BJEIHDPM_02583;product=putative enoyl-CoA hydratase 1",-5.3668012965731,5.00340612543047,-14.357851934222,9.91558785590677e-19,2.36740826470132e-18,32.1652207991286
"ID=BJEIHDPM_00180;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00180;product=hypothetical protein",-5.49828334322549,6.07849286598407,-14.3552331475452,9.98490279516416e-19,2.3827721787167e-18,32.340205477445
"ID=BJEIHDPM_03770;Name=lgrB_2;gene=lgrB_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q70LM6;locus_tag=BJEIHDPM_03770;product=Linear gramicidin synthase subunit B",-5.68497898990683,6.23373205973356,-14.3547998977202,9.99641760533967e-19,2.38433439801318e-18,32.3466644433751
"ID=BJEIHDPM_02062;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02062;product=hypothetical protein",-4.60368656079214,5.92266740072012,-14.3511341099332,1.0094388072048e-18,2.40604130862499e-18,32.3635460041928
"ID=BJEIHDPM_02714;eC_number=2.7.13.3;Name=envZ_3;gene=envZ_3;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AEJ4;locus_tag=BJEIHDPM_02714;product=Osmolarity sensor protein EnvZ",-5.19264053795686,5.39241927535851,-14.3510200517563,1.00974519599307e-18,2.40604130862499e-18,32.2194284151627
"ID=BJEIHDPM_02311;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02311;product=hypothetical protein",-5.42209959736245,5.96324796539657,-14.3487521484857,1.01585702211388e-18,2.41940339906923e-18,32.3191477604771
"ID=BJEIHDPM_03387;eC_number=2.5.1.19;Name=aroA_2;dbxref=COG:COG0128;gene=aroA_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q83E11;locus_tag=BJEIHDPM_03387;product=3-phosphoshikimate 1-carboxyvinyltransferase",-4.2885257033318,5.74100321971499,-14.3461541127724,1.02290477410994e-18,2.4349801641635e-18,32.3431654212849
"ID=BJEIHDPM_00736;eC_number=1.2.1.12;Name=gap;dbxref=COG:COG0057;gene=gap;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P17721;locus_tag=BJEIHDPM_00736;product=Glyceraldehyde-3-phosphate dehydrogenase",-5.79117566134442,5.17559657595985,-14.3459171678512,1.02355000884255e-18,2.43530812713702e-18,32.1189635204031
"ID=BJEIHDPM_03979;eC_number=3.6.3.17;Name=araG_1;dbxref=COG:COG1129;gene=araG_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AAF3;locus_tag=BJEIHDPM_03979;product=Arabinose import ATP-binding protein AraG",-4.91763315298738,5.47665414483754,-14.3417999241113,1.03482815609422e-18,2.46092186377411e-18,32.253372333029
"ID=BJEIHDPM_04685;Name=gacA;gene=gacA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P32967;locus_tag=BJEIHDPM_04685;product=Response regulator GacA",-5.4073180978728,6.04817027553909,-14.3397599111361,1.04046298699059e-18,2.47309652034068e-18,32.3124126188204
"ID=BJEIHDPM_05151;Name=cheV_3;dbxref=COG:COG0784;gene=cheV_3;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37599;locus_tag=BJEIHDPM_05151;product=Chemotaxis protein CheV",-4.39971916063267,6.31617274474762,-14.3329247548667,1.05957114232432e-18,2.51726827327446e-18,32.3662310963824
"ID=BJEIHDPM_02658;eC_number=1.1.1.100;Name=fabG_4;gene=fabG_4;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9KQH7;locus_tag=BJEIHDPM_02658;product=3-oxoacyl-[acyl-carrier-protein] reductase FabG",-5.48638238438452,5.31525166401029,-14.3325336074262,1.06067535503099e-18,2.51864474457878e-18,32.1576260823437
"ID=BJEIHDPM_00419;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00419;product=hypothetical protein",-5.35873467387323,5.90734767925531,-14.3320440044948,1.06205915746975e-18,2.52068343061193e-18,32.2608195669369
"ID=BJEIHDPM_04314;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_04314;product=hypothetical protein",-5.75799588713775,5.53295717230957,-14.3290613499115,1.07052900836946e-18,2.53952976330451e-18,32.1877415742947
"ID=BJEIHDPM_04893;eC_number=3.4.17.11;Name=cpg2_4;gene=cpg2_4;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P06621;locus_tag=BJEIHDPM_04893;product=Carboxypeptidase G2",-4.24917402529736,5.41747382606237,-14.3287053355099,1.07154456078775e-18,2.5395772507621e-18,32.2588627975323
"ID=BJEIHDPM_03934;eC_number=3.1.5.1;Name=dgt;dbxref=COG:COG0232;gene=dgt;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P15723;locus_tag=BJEIHDPM_03934;product=Deoxyguanosinetriphosphate triphosphohydrolase",-4.94571102607258,5.34324211231438,-14.3286833162481,1.0716074042078e-18,2.5395772507621e-18,32.1688486286592
"ID=BJEIHDPM_05256;Name=yedY1;dbxref=COG:COG2041;gene=yedY1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:G8QM63;locus_tag=BJEIHDPM_05256;product=Putative protein-methionine-sulfoxide reductase subunit YedZ1",-4.70233708187337,5.5338847220508,-14.3228230291296,1.08846671404506e-18,2.57825851959637e-18,32.2306342434916
"ID=BJEIHDPM_03560;eC_number=1.1.1.69;Name=idnO;gene=idnO;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A9P9;locus_tag=BJEIHDPM_03560;product=5-keto-D-gluconate 5-reductase",-5.54739031067079,5.77346981412369,-14.3215576714719,1.09214225069718e-18,2.58568853532105e-18,32.2123620719656
"ID=BJEIHDPM_03543;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03543;product=hypothetical protein",-4.54336290356068,5.46103313513986,-14.3190195240981,1.09955300244819e-18,2.60195012758821e-18,32.2225210364337
"ID=BJEIHDPM_02954;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02954;product=hypothetical protein",-5.68175005430512,4.99461027352985,-14.3173767871994,1.10437661541172e-18,2.61207657829513e-18,32.0121415615256
"ID=BJEIHDPM_04223;Name=mntB;gene=mntB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q55282;locus_tag=BJEIHDPM_04223;product=Manganese transport system membrane protein MntB",-5.30352224511972,5.7907051727306,-14.3032959114144,1.14661549423861e-18,2.71064421519757e-18,32.1804127742438
"ID=BJEIHDPM_04187;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_04187;product=hypothetical protein",-5.36211733852026,5.94270896749667,-14.301010853496,1.15362338062704e-18,2.72586834250575e-18,32.195541585009
"ID=BJEIHDPM_04184;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_04184;product=hypothetical protein",-5.19940716663984,5.68492433638907,-14.2996412230316,1.15784466359409e-18,2.73449632902954e-18,32.1639419317614
"ID=BJEIHDPM_02863;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02863;product=hypothetical protein",-5.49409516723876,5.39212950395189,-14.2980745207977,1.16269259501793e-18,2.74459506320267e-18,32.0809185237826
"ID=BJEIHDPM_04635;eC_number=6.1.1.10;Name=metG_2;dbxref=COG:COG0073;gene=metG_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00959;locus_tag=BJEIHDPM_04635;product=Methionine--tRNA ligase",-5.32373668562402,5.21705964838342,-14.2951985987572,1.17164549770921e-18,2.7643690971025e-18,32.0741781479336
"ID=BJEIHDPM_01213;eC_number=2.3.1.-;Name=pitA_3;dbxref=COG:COG1247;gene=pitA_3;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9HUU7;locus_tag=BJEIHDPM_01213;product=L-methionine sulfoximine/L-methionine sulfone acetyltransferase",-4.95508408327228,5.83710742215876,-14.2947812160143,1.172950644981e-18,2.76608852347117e-18,32.1849060326829
"ID=BJEIHDPM_00268;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_00268;product=hypothetical protein",-3.52338542427801,7.46245045511651,-14.2934853187741,1.17701231630235e-18,2.7743035883767e-18,32.3109792345499
"ID=BJEIHDPM_00893;Name=uraA;dbxref=COG:COG2233;gene=uraA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AGM7;locus_tag=BJEIHDPM_00893;product=Uracil permease",-5.31112749690586,6.12452262921025,-14.2922398459621,1.18092942089131e-18,2.78217000042092e-18,32.2097012658659
"ID=BJEIHDPM_02443;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02443;product=hypothetical protein",-5.09001188705593,6.0354519847698,-14.2882861411244,1.19345216033944e-18,2.81029289375318e-18,32.1948109724295
"ID=BJEIHDPM_01029;Name=glcA;dbxref=COG:COG1620;gene=glcA;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q46839;locus_tag=BJEIHDPM_01029;product=Glycolate permease GlcA",-5.01591357573825,6.43097087610561,-14.2872796840949,1.19666145938486e-18,2.81646804491808e-18,32.2328378098295
"ID=BJEIHDPM_04058;eC_number=1.4.1.13;Name=gltB_2;dbxref=COG:COG0067;gene=gltB_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:E1V8I1;locus_tag=BJEIHDPM_04058;product=Glutamate synthase [NADPH] large chain",-5.19465832133993,5.39047922258754,-14.2849949976359,1.20397926685946e-18,2.83230220669536e-18,32.04965358619
"ID=BJEIHDPM_00138;Name=ycjO;dbxref=COG:COG1175;gene=ycjO;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AFR7;locus_tag=BJEIHDPM_00138;product=Inner membrane ABC transporter permease protein YcjO",-5.85147950849092,5.89515624613589,-14.2844721500253,1.20566032561603e-18,2.83486717424367e-18,32.1092215781488
"ID=BJEIHDPM_04910;Name=pctC_3;dbxref=COG:COG0840;gene=pctC_3;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9HW93;locus_tag=BJEIHDPM_04910;product=Methyl-accepting chemotaxis protein PctC",-5.19520072271656,4.89558539683619,-14.2831465064952,1.20993323635536e-18,2.84273352672091e-18,31.9992818439487
"ID=BJEIHDPM_00340;eC_number=3.1.13.5;Name=rnd;dbxref=COG:COG0349;gene=rnd;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P09155;locus_tag=BJEIHDPM_00340;product=Ribonuclease D",-5.71074839905552,5.21122047306133,-14.2829688497334,1.21050704134724e-18,2.84273352672091e-18,31.9748178223369
"ID=BJEIHDPM_02454;eC_number=2.4.2.18;Name=trpD;dbxref=COG:COG0547;gene=trpD;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00500;locus_tag=BJEIHDPM_02454;product=Anthranilate phosphoribosyltransferase",-4.2872995340973,5.63545259667916,-14.2828834587793,1.2107829399078e-18,2.84273352672091e-18,32.1656249490678
"ID=BJEIHDPM_03214;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_03214;product=hypothetical protein",-5.12189808733061,5.32439650025128,-14.2791959607677,1.22275845893728e-18,2.86944637869928e-18,32.0619200494158
"ID=BJEIHDPM_03900;eC_number=2.6.1.85;Name=pabB;dbxref=COG:COG0147;gene=pabB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P05041;locus_tag=BJEIHDPM_03900;product=Aminodeoxychorismate synthase component 1",-5.19275639148838,6.2409812003189,-14.2787293010565,1.22428254348703e-18,2.87161873225525e-18,32.186516199193
"ID=BJEIHDPM_01174;Name=fieF;dbxref=COG:COG0053;gene=fieF;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P69380;locus_tag=BJEIHDPM_01174;product=Ferrous-iron efflux pump FieF",-5.3540199688078,5.55645829985464,-14.273226942227,1.24239926560307e-18,2.91268884984325e-18,32.0350800425798
"ID=BJEIHDPM_01869;eC_number=1.1.1.25;Name=aroE_1;dbxref=COG:COG0169;gene=aroE_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9KVT3;locus_tag=BJEIHDPM_01869;product=Shikimate dehydrogenase (NADP(+))",-5.43821604532838,5.71158546156317,-14.2721966962649,1.24582156696225e-18,2.91928598625578e-18,32.068476073504
"ID=BJEIHDPM_03614;Name=spaR_1;dbxref=COG:COG4791;gene=spaR_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P40701;locus_tag=BJEIHDPM_03614;product=Surface presentation of antigens protein SpaR",-6.04327418342812,4.51484153642048,-14.2692378174838,1.25570384714684e-18,2.94100671667042e-18,31.8173197902162
"ID=BJEIHDPM_00106;Name=emrK_1;dbxref=COG:COG1566;gene=emrK_1;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P52599;locus_tag=BJEIHDPM_00106;product=putative multidrug resistance protein EmrK",-5.12649422088635,6.06424641022526,-14.267479483755,1.26161417573114e-18,2.95340801430915e-18,32.1279649677133
"ID=BJEIHDPM_02938;inference=ab initio prediction:Prodigal:2.6;locus_tag=BJEIHDPM_02938;product=hypothetical protein",-5.52012446407557,6.32082217529302,-14.2665995766846,1.2645824385306e-18,2.95891327279784e-18,32.1446993634775
"ID=BJEIHDPM_04373;eC_number=1.8.7.1;Name=sir_2;dbxref=COG:COG0155;gene=sir_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WJ03;locus_tag=BJEIHDPM_04373;product=Sulfite reductase [ferredoxin]",-5.90640681884461,5.6309016967207,-14.2636741922688,1.27450201986589e-18,2.98067017219123e-18,32.0012049631654
"ID=BJEIHDPM_00874;eC_number=2.1.1.172;Name=rsmC;dbxref=COG:COG2813;gene=rsmC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P39406;locus_tag=BJEIHDPM_00874;product=Ribosomal RNA small subunit methyltransferase C",-4.82561281500659,5.35010353616069,-14.263003480449,1.2767874391185e-18,2.98456060415474e-18,32.0406265578516
"ID=BJEIHDPM_03567;Name=ycaD_2;gene=ycaD_2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P21503;locus_tag=BJEIHDPM_03567;product=putative MFS-type transporter YcaD",-5.71426966400912,6.36607859488111,-14.2588891953722,1.29089813771038e-18,3.01607602866217e-18,32.1280612949557
